T26,Population employed in research and development (R&D),,,,,
499,Montenegro,2017,R & D personnel: Other supporting staff - total (number in full-time equivalent),72,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
499,Montenegro,2017,R & D personnel: Other supporting staff - women (number in full-time equivalent),51,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
499,Montenegro,2018,R & D personnel: Total (number in full-time equivalent),703,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
499,Montenegro,2018,R & D personnel: Researchers - total (number in full-time equivalent),461,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
504,Morocco,2010,R & D personnel: Total (number in full-time equivalent),28041,Partial data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
504,Morocco,2010,R & D personnel: Researchers - total (number in full-time equivalent),23280,Partial data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
504,Morocco,2010,R & D personnel: Researchers - women (number in full-time equivalent),7744,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
504,Morocco,2010,R & D personnel: Technicians - total (number in full-time equivalent),1697,Partial data.;Government only.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
504,Morocco,2010,R & D personnel: Other supporting staff - total (number in full-time equivalent),1747,Partial data.;Government only.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
504,Morocco,2012,R & D personnel: Total (number in full-time equivalent),31099,Partial data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
504,Morocco,2012,R & D personnel: Researchers - total (number in full-time equivalent),28265,Break in the time series.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
504,Morocco,2012,R & D personnel: Researchers - women (number in full-time equivalent),9018,Excluding private non-profit.;Excluding business enterprise.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
504,Morocco,2012,R & D personnel: Technicians - total (number in full-time equivalent),1414,Partial data.;Government only.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
504,Morocco,2012,R & D personnel: Technicians - women (number in full-time equivalent),217,Government only.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
504,Morocco,2012,R & D personnel: Other supporting staff - total (number in full-time equivalent),1420,Partial data.;Government only.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
504,Morocco,2012,R & D personnel: Other supporting staff - women (number in full-time equivalent),341,Government only.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
504,Morocco,2014,R & D personnel: Total (number in full-time equivalent),37859,Partial data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
504,Morocco,2014,R & D personnel: Researchers - total (number in full-time equivalent),35025,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
504,Morocco,2014,R & D personnel: Technicians - total (number in full-time equivalent),1414,Partial data.;Government only.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
504,Morocco,2014,R & D personnel: Technicians - women (number in full-time equivalent),217,Government only.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
504,Morocco,2014,R & D personnel: Other supporting staff - total (number in full-time equivalent),1420,Partial data.;Government only.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
504,Morocco,2014,R & D personnel: Other supporting staff - women (number in full-time equivalent),341,Government only.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
504,Morocco,2016,R & D personnel: Total (number in full-time equivalent),40543,Partial data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
504,Morocco,2016,R & D personnel: Researchers - total (number in full-time equivalent),37709,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
504,Morocco,2016,R & D personnel: Researchers - women (number in full-time equivalent),12851,Excluding private non-profit.;Excluding business enterprise.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
504,Morocco,2016,R & D personnel: Technicians - total (number in full-time equivalent),1414,Partial data.;Government only.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
504,Morocco,2016,R & D personnel: Technicians - women (number in full-time equivalent),217,Government only.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
504,Morocco,2016,R & D personnel: Other supporting staff - total (number in full-time equivalent),1420,Partial data.;Government only.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
504,Morocco,2016,R & D personnel: Other supporting staff - women (number in full-time equivalent),341,Government only.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
508,Mozambique,2010,R & D personnel: Total (number in full-time equivalent),2164,Break in the time series.;Excluding business enterprise.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
508,Mozambique,2010,R & D personnel: Researchers - total (number in full-time equivalent),912,Break in the time series.;Excluding business enterprise.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
508,Mozambique,2010,R & D personnel: Researchers - women (number in full-time equivalent),294,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
